0.12145,0.11477,-0.047077,0.17238,-0.09978,-0.22453,-0.25173,0.29693,0.24306,0.01494,0.11549,-0.097995,-0.3058,-0.34762,-0.35786,-0.29251,-0.16935,0.2721,-0.30005,-0.15898
0.20923,-0.3624,-0.098462,-0.19916,0.26757,0.24818,0.39451,0.15168,-0.035636,-0.18201,-0.080515,0.37517,-0.20453,0.28016,0.16239,0.16377,-0.018437,0.28208,0.080888,-0.14867
-0.36805,0.2548,0.18568,-0.00014868,0.065553,-0.12163,-0.32867,-0.057092,-0.1379,0.15645,0.23687,-0.014455,0.20059,0.27247,-0.028113,-0.30949,0.29813,-0.36592,0.30202,0.099496
0.22658,0.3686,0.24175,0.16108,0.046921,0.039337,0.25914,0.068808,-0.025677,-0.28124,0.04402,-0.2218,-0.41007,0.2206,-0.049635,-0.33741,0.32498,0.14455,0.17531,-0.17751
-0.0069321,0.13341,-0.22845,0.27569,0.30358,-0.22627,0.25276,-0.020808,-0.24235,0.11537,-0.09271,0.32564,0.29274,-0.31048,0.2618,0.033052,-0.25346,-0.21183,-0.19261,0.2483
-0.36982,0.18011,-0.010811,0.30777,-0.14107,0.081884,0.27448,-0.24104,-0.20559,-0.23246,0.31168,0.35951,0.14264,-0.18347,0.047886,-0.25728,-0.010135,-0.096384,-0.061343,0.34287
-0.33504,0.23093,-0.055384,0.037833,0.243,-0.20133,-0.35034,-0.17597,0.46762,-0.14495,0.36481,-0.010659,-0.029223,-0.18123,0.072165,0.31577,0.10386,-0.01555,0.0013772,0.23261
-0.079003,-0.083306,0.11676,-0.30516,0.21604,0.14335,-0.053791,-0.25533,0.43297,0.082905,0.05816,-0.28173,0.048329,0.12266,0.26576,0.28398,0.0021754,0.31384,0.43374,-0.11124
0.29453,0.1521,0.19016,-0.33318,-0.10558,0.19399,-0.19111,-0.23054,0.13121,0.23756,0.13291,-0.1796,-0.26424,-0.36919,0.24846,0.23052,0.22657,-0.13724,-0.28272,0.099159
0.25765,-0.25647,0.19872,-0.19844,0.059287,0.21286,0.26774,-0.15234,-0.29917,-0.35484,0.085341,-0.033291,-0.049054,0.15101,0.029813,-0.25989,0.17062,0.33383,0.31626,-0.29535
-0.36519,0.16094,-0.17313,0.25221,-0.31488,-0.023281,-0.024995,-0.010237,-0.15069,0.30428,-0.20533,0.1089,0.33379,-0.32057,-0.26871,0.13877,-0.09212,-0.19849,0.13987,0.323
0.26473,-0.37122,0.14021,-0.20295,-0.35418,-0.32036,0.35942,-0.30714,-0.06567,0.20139,-0.14411,-0.15166,0.021343,0.098105,-0.24126,0.034703,0.014078,0.10987,-0.066843,0.32374
0.25467,-0.17426,0.12075,0.249,0.030116,-0.20401,-0.22848,0.38133,0.31237,-0.031497,-0.0074219,0.12316,0.00066188,-0.030567,0.28054,0.402,-0.3222,0.082103,-0.21683,0.27468
-0.10795,-0.3076,-0.2364,-0.18098,0.19682,0.29762,-0.13834,0.35414,-0.2889,-0.061953,-0.17201,0.1797,-0.19895,0.17024,-0.3519,0.11953,0.39269,-0.017652,-0.021346,-0.14962
0.12932,-0.32314,-0.31599,0.34575,0.35995,-0.26889,-0.2607,0.049045,-0.32004,-0.064543,0.29762,-0.18688,-0.025675,0.14957,-0.040419,0.26542,-0.20185,0.10898,0.018624,0.095199
-0.37574,0.24859,-0.0054967,-0.11733,-0.27317,0.25873,-0.24679,0.043878,-0.19959,-0.16484,-0.21436,-0.25018,0.077937,0.27926,-0.27904,-0.016322,-0.23136,0.076466,-0.25439,-0.34208
-0.19884,0.18258,0.40988,-0.27945,0.067965,0.05138,0.36534,-0.084065,0.19358,-0.015579,-0.22945,-0.1388,0.14336,0.324,0.39657,-0.038936,-0.037705,-0.34899,0.1176,-0.047481
0.22931,-0.147,-0.13849,-0.21371,-0.020226,0.43123,0.096462,0.39311,0.24888,-0.012563,-0.25922,-0.1103,-0.10456,-0.16575,0.14522,0.29306,-0.18102,-0.3659,-0.19525,-0.13836
0.12889,0.39281,0.068309,0.094309,-0.41338,-0.3461,0.073205,-0.05287,0.18289,0.2505,-0.21667,-0.022547,-0.13122,0.14312,-0.033381,-0.3365,0.064808,0.37279,-0.064039,-0.27154
0.26669,-0.38486,-0.23679,-0.027619,-0.1314,-0.032549,-0.2685,-0.26853,0.013661,0.22604,-0.037307,0.04824,0.39288,-0.28075,-0.057357,-0.28761,-0.062743,-0.33068,0.10396,-0.25126
